CALLS UPDATED,CALLS VOLUME,CALLS HIGH,CALLS LOW,CALLS PRIOR SETTLE,CALLS CHANGE,CALLS LAST,PUTS LAST,PUTS CHANGE,PUTS PRIOR SETTLE,PUTS LOW,PUTS HIGH,PUTS VOLUME,PUTS UPDATED,STRIKE PRICE,Date
08:23:03 CT 05 Feb 2021,0,0,0,0.0001,0,0,18:05:12 CT 04 Feb 2021,0,0,0,10.4430,0,0,13000.0,2021-03-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0001,0,0,18:04:40 CT 04 Feb 2021,0,0,0,10.1930,0,0,12750.0,2021-03-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0001,0,0,18:05:41 CT 04 Feb 2021,0,0,0,9.9430,0,0,12500.0,2021-03-01
18:04:30 CT 04 Feb 2021,0,0,0,0.0001,0,0,18:05:10 CT 04 Feb 2021,0,0,0,9.6930,0,0,12250.0,2021-03-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0001,0,0,18:03:48 CT 04 Feb 2021,0,0,0,9.4430,0,0,12000.0,2021-03-01
18:05:20 CT 04 Feb 2021,0,0,0,0.0001,0,0,18:04:50 CT 04 Feb 2021,0,0,0,5.0430,0,0,7600.0,2021-03-01
18:04:54 CT 04 Feb 2021,0,0,0,0.0001,0,0,18:05:20 CT 04 Feb 2021,0,0,0,4.9930,0,0,7550.0,2021-03-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0001,0,0,18:06:13 CT 04 Feb 2021,0,0,0,15.1930,0,0,17750.0,2021-03-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0001,0,0,18:04:54 CT 04 Feb 2021,0,0,0,4.8930,0,0,7450.0,2021-03-01
10:50:39 CT 05 Feb 2021,489,0.0030,0.0020,0.0006,+0.0014,0.0020,18:05:05 CT 04 Feb 2021,0,0,0,3.4430,0,0,6000.0,2021-03-01
08:35:49 CT 05 Feb 2021,12,0.0030,0.0030,0.0007,+0.0023,0.0030,18:06:10 CT 04 Feb 2021,0,0,0,3.3930,0,0,5950.0,2021-03-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0007,0,0,18:03:57 CT 04 Feb 2021,0,0,0,3.3430,0,0,5900.0,2021-03-01
08:45:07 CT 05 Feb 2021,8,0.0030,0.0030,0.0008,+0.0022,0.0030,18:05:01 CT 04 Feb 2021,0,0,0,3.2930,0,0,5850.0,2021-03-01
08:56:30 CT 05 Feb 2021,3,0.0030,0.0030,0.0009,+0.0021,0.0030,18:05:40 CT 04 Feb 2021,0,0,0,3.2430,0,0,5800.0,2021-03-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0009,0,0,18:06:09 CT 04 Feb 2021,0,0,0,3.1930,0,0,5750.0,2021-03-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0010,0,0,18:04:59 CT 04 Feb 2021,0,0,0,3.1430,0,0,5700.0,2021-03-01
08:23:03 CT 05 Feb 2021,4,0.0030,0.0030,0.0011,+0.0019,0.0030,18:05:45 CT 04 Feb 2021,0,0,0,3.0930,0,0,5650.0,2021-03-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0011,0,0,18:04:59 CT 04 Feb 2021,0,0,0,3.0430,0,0,5600.0,2021-03-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0012,0,0,18:05:26 CT 04 Feb 2021,0,0,0,2.9930,0,0,5550.0,2021-03-01
08:41:59 CT 05 Feb 2021,13,0.0040,0.0040,0.0013,+0.0027,0.0040,18:05:47 CT 04 Feb 2021,0,0,0,2.9430,0,0,5500.0,2021-03-01
08:23:03 CT 05 Feb 2021,76,0.0040,0.0040,0.0014,+0.0026,0.0040,18:04:28 CT 04 Feb 2021,0,0,0,2.8930,0,0,5450.0,2021-03-01
08:23:03 CT 05 Feb 2021,50,0.0040,0.0040,0.0015,+0.0025,0.0040,18:05:27 CT 04 Feb 2021,0,0,0,2.8430,0,0,5400.0,2021-03-01
08:58:47 CT 05 Feb 2021,54,0.0040,0.0040,0.0016,+0.0024,0.0040,18:04:30 CT 04 Feb 2021,0,0,0,2.7931,0,0,5350.0,2021-03-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0017,0,0,18:04:22 CT 04 Feb 2021,0,0,0,2.7431,0,0,5300.0,2021-03-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0018,0,0,18:04:09 CT 04 Feb 2021,0,0,0,2.6931,0,0,5250.0,2021-03-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0019,0,0,08:23:03 CT 05 Feb 2021,0,0,0,2.2669,0,0,5200.0,2021-03-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0021,0,0,18:05:01 CT 04 Feb 2021,0,0,0,2.5931,0,0,5150.0,2021-03-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0022,0,0,18:03:56 CT 04 Feb 2021,0,0,0,2.5431,0,0,5100.0,2021-03-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0023,0,0,18:05:44 CT 04 Feb 2021,0,0,0,2.4931,0,0,5050.0,2021-03-01
10:55:02 CT 05 Feb 2021,"4,392",0.0060,0.0040,0.0025,+0.0015,0.0040,18:05:28 CT 04 Feb 2021,0,0,0,2.4431,0,0,5000.0,2021-03-01
08:23:03 CT 05 Feb 2021,10,0.0060,0.0060,0.0026,+0.0034,0.0060,18:05:17 CT 04 Feb 2021,0,0,0,2.3932,0,0,4950.0,2021-03-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0028,0,0,18:05:01 CT 04 Feb 2021,0,0,0,2.3432,0,0,4900.0,2021-03-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0031,0,0,18:04:09 CT 04 Feb 2021,0,0,0,2.2432,0,0,4800.0,2021-03-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0001,0,0,18:04:41 CT 04 Feb 2021,0,0,0,4.9430,0,0,7500.0,2021-03-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0006,0,0,18:05:03 CT 04 Feb 2021,0,0,0,3.4930,0,0,6050.0,2021-03-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0005,0,0,18:04:03 CT 04 Feb 2021,0,0,0,3.5430,0,0,6100.0,2021-03-01
10:50:45 CT 05 Feb 2021,1,0.0050,0.0050,0.0029,+0.0021,0.0050,18:05:37 CT 04 Feb 2021,0,0,0,2.2932,0,0,4850.0,2021-03-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0005,0,0,18:04:58 CT 04 Feb 2021,0,0,0,3.6430,0,0,6200.0,2021-03-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0005,0,0,18:05:02 CT 04 Feb 2021,0,0,0,3.5930,0,0,6150.0,2021-03-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0001,0,0,18:05:30 CT 04 Feb 2021,0,0,0,4.8430,0,0,7400.0,2021-03-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0001,0,0,18:05:00 CT 04 Feb 2021,0,0,0,4.7930,0,0,7350.0,2021-03-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0001,0,0,18:03:58 CT 04 Feb 2021,0,0,0,4.7430,0,0,7300.0,2021-03-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0001,0,0,18:05:38 CT 04 Feb 2021,0,0,0,4.6930,0,0,7250.0,2021-03-01
18:05:52 CT 04 Feb 2021,0,0,0,0.0001,0,0,18:05:52 CT 04 Feb 2021,0,0,0,4.6430,0,0,7200.0,2021-03-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0001,0,0,18:05:45 CT 04 Feb 2021,0,0,0,4.5930,0,0,7150.0,2021-03-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0001,0,0,18:06:01 CT 04 Feb 2021,0,0,0,4.4930,0,0,7050.0,2021-03-01
11:02:30 CT 05 Feb 2021,18,0.0010,0.0010,0.0001,+0.0009,0.0010,18:05:42 CT 04 Feb 2021,0,0,0,4.4430,0,0,7000.0,2021-03-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0002,0,0,18:05:31 CT 04 Feb 2021,0,0,0,4.3930,0,0,6950.0,2021-03-01
18:03:56 CT 04 Feb 2021,0,0,0,0.0001,0,0,18:04:23 CT 04 Feb 2021,0,0,0,4.3430,0,0,6900.0,2021-03-01
18:04:56 CT 04 Feb 2021,0,0,0,0.0001,0,0,18:06:11 CT 04 Feb 2021,0,0,0,4.2930,0,0,6850.0,2021-03-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0001,0,0,18:05:48 CT 04 Feb 2021,0,0,0,4.5430,0,0,7100.0,2021-03-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0002,0,0,18:05:09 CT 04 Feb 2021,0,0,0,4.1930,0,0,6750.0,2021-03-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0004,0,0,18:04:59 CT 04 Feb 2021,0,0,0,3.6930,0,0,6250.0,2021-03-01
08:23:03 CT 05 Feb 2021,5,0.0010,0.0010,0.0002,+0.0008,0.0010,18:05:20 CT 04 Feb 2021,0,0,0,4.2430,0,0,6800.0,2021-03-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0004,0,0,18:05:31 CT 04 Feb 2021,0,0,0,3.7930,0,0,6350.0,2021-03-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0004,0,0,18:04:27 CT 04 Feb 2021,0,0,0,3.8430,0,0,6400.0,2021-03-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0003,0,0,18:04:22 CT 04 Feb 2021,0,0,0,3.8930,0,0,6450.0,2021-03-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0004,0,0,18:04:29 CT 04 Feb 2021,0,0,0,3.7430,0,0,6300.0,2021-03-01
08:23:03 CT 05 Feb 2021,5,0.0010,0.0010,0.0003,+0.0007,0.0010,18:04:33 CT 04 Feb 2021,0,0,0,3.9930,0,0,6550.0,2021-03-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0003,0,0,18:05:13 CT 04 Feb 2021,0,0,0,4.0430,0,0,6600.0,2021-03-01
18:06:05 CT 04 Feb 2021,0,0,0,0.0001,0,0,18:05:42 CT 04 Feb 2021,0,0,0,4.0930,0,0,6650.0,2021-03-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0002,0,0,18:05:36 CT 04 Feb 2021,0,0,0,4.1430,0,0,6700.0,2021-03-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0003,0,0,18:05:36 CT 04 Feb 2021,0,0,0,3.9430,0,0,6500.0,2021-03-01
08:59:34 CT 05 Feb 2021,1,0.2000,0.2000,0.1735,+0.0265,0.2000,08:23:02 CT 05 Feb 2021,1,0,0,0.2145,0,0,2930.0,2021-05-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0763,0,0,18:05:03 CT 04 Feb 2021,0,0,0,0.6640,0,0,3230.0,2021-05-01
10:06:01 CT 05 Feb 2021,58,0.1170,0.0960,0.0834,+0.0126,0.0960,08:23:03 CT 05 Feb 2021,0,0,0,0.3944,0,0,3200.0,2021-05-01
08:52:34 CT 05 Feb 2021,4,0,0,0.0910,0,0,18:04:04 CT 04 Feb 2021,0,0,0,0.6081,0,0,3170.0,2021-05-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0964,0,0,18:05:59 CT 04 Feb 2021,0,0,0,0.5897,0,0,3150.0,2021-05-01
10:42:59 CT 05 Feb 2021,32,0.1500,0.1500,0.1110,+0.0390,0.1500,08:33:44 CT 05 Feb 2021,1,0,0,0.3220,0,0,3100.0,2021-05-01
08:23:02 CT 05 Feb 2021,0,0,0,0.1239,0,0,18:05:02 CT 04 Feb 2021,0,0,0,0.5091,0,0,3060.0,2021-05-01
08:23:03 CT 05 Feb 2021,0,0,0,0.1272,0,0,08:23:03 CT 05 Feb 2021,0,0,0,0.2882,0,0,3050.0,2021-05-01
11:29:40 CT 05 Feb 2021,432,0.1960,0.1600,0.1452,+0.0148,0.1600,09:17:30 CT 05 Feb 2021,51,0,0,0.2562,0,0,3000.0,2021-05-01
10:52:08 CT 05 Feb 2021,4,0.1780,0.1780,0.1650,+0.0130,0.1780,08:23:03 CT 05 Feb 2021,3,0,0,0.2260,0,0,2950.0,2021-05-01
08:23:03 CT 05 Feb 2021,0,0,0,0.1822,0,0,18:04:50 CT 04 Feb 2021,0,0,0,0.3834,0,0,2910.0,2021-05-01
08:23:02 CT 05 Feb 2021,0,0,0,0.3966,0,0,10:28:41 CT 05 Feb 2021,121,0,0,0.0576,0,0,2550.0,2021-05-01
08:23:02 CT 05 Feb 2021,0,0,0,0.2008,0,0,08:57:07 CT 05 Feb 2021,3,0.1570,0.1570,0.1818,-0.0248,0.1570,2870.0,2021-05-01
08:55:57 CT 05 Feb 2021,50,0,0,0.2105,0,0,08:23:03 CT 05 Feb 2021,1,0.1420,0.1420,0.1715,-0.0295,0.1420,2850.0,2021-05-01
08:23:03 CT 05 Feb 2021,0,0,0,0.2257,0,0,08:57:07 CT 05 Feb 2021,2,0.1340,0.1340,0.1567,-0.0227,0.1340,2820.0,2021-05-01
09:05:17 CT 05 Feb 2021,40,0,0,0.2363,0,0,11:30:50 CT 05 Feb 2021,82,0.1320,0.1250,0.1473,-0.0223,0.1250,2800.0,2021-05-01
08:23:03 CT 05 Feb 2021,0,0,0,0.2472,0,0,08:23:03 CT 05 Feb 2021,2,0.1130,0.1130,0.1382,-0.0252,0.1130,2780.0,2021-05-01
10:36:20 CT 05 Feb 2021,123,0.2870,0.2870,0.2642,+0.0228,0.2870,11:29:40 CT 05 Feb 2021,328,0.1210,0.1060,0.1252,-0.0042,0.1210,2750.0,2021-05-01
08:23:02 CT 05 Feb 2021,1,0.3500,0.3500,0.2941,+0.0559,0.3500,09:04:41 CT 05 Feb 2021,6,0.0880,0.0880,0.1051,-0.0171,0.0880,2700.0,2021-05-01
08:23:02 CT 05 Feb 2021,0,0,0,0.3261,0,0,08:23:03 CT 05 Feb 2021,0,0,0,0.0871,0,0,2650.0,2021-05-01
08:23:03 CT 05 Feb 2021,0,0,0,0.3395,0,0,10:42:59 CT 05 Feb 2021,2,0.0710,0.0710,0.0805,-0.0095,0.0710,2630.0,2021-05-01
09:05:17 CT 05 Feb 2021,30,0,0,0.3603,0,0,11:36:05 CT 05 Feb 2021,"1,196",0.0570,0.0570,0.0713,-0.0143,0.0570,2600.0,2021-05-01
08:23:02 CT 05 Feb 2021,0,0,0,0.4117,0,0,09:05:02 CT 05 Feb 2021,1,0,0,0.0528,0,0,2530.0,2021-05-01
11:30:50 CT 05 Feb 2021,9,0,0,0.1868,0,0,11:24:35 CT 05 Feb 2021,128,0,0,0.1978,0,0,2900.0,2021-05-01
10:49:24 CT 05 Feb 2021,590,0.1020,0.0880,0.0718,+0.0212,0.0930,18:05:17 CT 04 Feb 2021,0,0,0,0.6828,0,0,3250.0,2021-05-01
11:39:15 CT 05 Feb 2021,280,0.0310,0.0310,0.0184,+0.0126,0.0310,18:05:51 CT 04 Feb 2021,0,0,0,1.1204,0,0,3700.0,2021-05-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0580,0,0,18:06:02 CT 04 Feb 2021,0,0,0,0.7493,0,0,3320.0,2021-05-01
08:23:02 CT 05 Feb 2021,0,0,0,0.4272,0,0,08:23:02 CT 05 Feb 2021,0,0,0,0.0482,0,0,2510.0,2021-05-01
08:24:38 CT 05 Feb 2021,6,0.0100,0.0080,0.0055,+0.0025,0.0080,18:05:32 CT 04 Feb 2021,0,0,0,1.8167,0,0,4400.0,2021-05-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0058,0,0,18:04:54 CT 04 Feb 2021,0,0,0,1.7668,0,0,4350.0,2021-05-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0062,0,0,18:05:58 CT 04 Feb 2021,0,0,0,1.7169,0,0,4300.0,2021-05-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0066,0,0,18:04:11 CT 04 Feb 2021,0,0,0,1.6670,0,0,4250.0,2021-05-01
09:49:16 CT 05 Feb 2021,3,0.0110,0.0110,0.0070,+0.0040,0.0110,18:05:32 CT 04 Feb 2021,0,0,0,1.6172,0,0,4200.0,2021-05-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0076,0,0,18:04:28 CT 04 Feb 2021,0,0,0,1.5674,0,0,4150.0,2021-05-01
08:23:03 CT 05 Feb 2021,1,0.0130,0.0130,0.0082,+0.0048,0.0130,18:05:32 CT 04 Feb 2021,0,0,0,1.5176,0,0,4100.0,2021-05-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0089,0,0,18:05:32 CT 04 Feb 2021,0,0,0,1.4677,0,0,4050.0,2021-05-01
11:16:47 CT 05 Feb 2021,495,0.0180,0.0130,0.0097,+0.0043,0.0140,18:06:06 CT 04 Feb 2021,0,0,0,1.4180,0,0,4000.0,2021-05-01
08:23:03 CT 05 Feb 2021,5,0.0220,0.0220,0.0106,+0.0114,0.0220,18:05:18 CT 04 Feb 2021,0,0,0,1.3683,0,0,3950.0,2021-05-01
10:29:05 CT 05 Feb 2021,1,0,0,0.0617,0,0,18:03:51 CT 04 Feb 2021,0,0,0,0.7303,0,0,3300.0,2021-05-01
10:24:06 CT 05 Feb 2021,3,0.0200,0.0170,0.0116,+0.0054,0.0170,18:05:32 CT 04 Feb 2021,0,0,0,1.3186,0,0,3900.0,2021-05-01
10:34:23 CT 05 Feb 2021,2,0.0210,0.0210,0.0142,+0.0068,0.0210,18:05:32 CT 04 Feb 2021,0,0,0,1.2194,0,0,3800.0,2021-05-01
11:32:26 CT 05 Feb 2021,338,0.0290,0.0210,0.0161,+0.0079,0.0240,18:04:25 CT 04 Feb 2021,0,0,0,1.1699,0,0,3750.0,2021-05-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0201,0,0,18:04:34 CT 04 Feb 2021,0,0,0,1.0908,0,0,3670.0,2021-05-01
10:26:03 CT 05 Feb 2021,15,0,0,0.0212,0,0,18:03:56 CT 04 Feb 2021,0,0,0,1.0710,0,0,3650.0,2021-05-01
10:55:35 CT 05 Feb 2021,18,0,0,0.0246,0,0,18:04:18 CT 04 Feb 2021,0,0,0,1.0218,0,0,3600.0,2021-05-01
10:55:17 CT 05 Feb 2021,4,0,0,0.0286,0,0,18:04:49 CT 04 Feb 2021,0,0,0,0.9727,0,0,3550.0,2021-05-01
11:29:47 CT 05 Feb 2021,341,0.0570,0.0420,0.0333,+0.0087,0.0420,18:06:14 CT 04 Feb 2021,0,0,0,0.9237,0,0,3500.0,2021-05-01
08:36:37 CT 05 Feb 2021,32,0.0550,0.0530,0.0354,+0.0196,0.0550,18:04:03 CT 04 Feb 2021,0,0,0,0.9041,0,0,3480.0,2021-05-01
11:39:15 CT 05 Feb 2021,42,0,0,0.0388,0,0,18:05:51 CT 04 Feb 2021,0,0,0,0.8749,0,0,3450.0,2021-05-01
11:36:05 CT 05 Feb 2021,86,0.0720,0.0550,0.0452,+0.0098,0.0550,18:04:58 CT 04 Feb 2021,0,0,0,0.8263,0,0,3400.0,2021-05-01
10:26:03 CT 05 Feb 2021,63,0,0,0.0528,0,0,18:05:39 CT 04 Feb 2021,0,0,0,0.7781,0,0,3350.0,2021-05-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0128,0,0,18:05:32 CT 04 Feb 2021,0,0,0,1.2689,0,0,3850.0,2021-05-01
10:36:20 CT 05 Feb 2021,5,0,0,0.4350,0,0,11:23:02 CT 05 Feb 2021,"1,210",0.0480,0.0350,0.0460,+0.0020,0.0480,2500.0,2021-05-01
18:04:12 CT 04 Feb 2021,0,0,0,1.2361,0,0,18:05:33 CT 04 Feb 2021,0,0,0,0.0011,0,0,1350.0,2021-05-01
08:23:02 CT 05 Feb 2021,0,0,0,0.4753,0,0,11:39:15 CT 05 Feb 2021,53,0.0270,0.0270,0.0364,-0.0094,0.0270,2450.0,2021-05-01
18:05:32 CT 04 Feb 2021,0,0,0,1.4353,0,0,08:23:02 CT 05 Feb 2021,0,0,0,0.0001,0,0,1150.0,2021-05-01
18:04:12 CT 04 Feb 2021,0,0,0,1.4852,0,0,08:23:02 CT 05 Feb 2021,0,0,0,0.0001,0,0,1100.0,2021-05-01
18:03:48 CT 04 Feb 2021,0,0,0,1.5351,0,0,18:05:12 CT 04 Feb 2021,0,0,0,0.0001,0,0,1050.0,2021-05-01
18:04:21 CT 04 Feb 2021,0,0,0,1.5850,0,0,18:05:13 CT 04 Feb 2021,0,0,0,0.0001,0,0,1000.0,2021-05-01
18:04:10 CT 04 Feb 2021,0,0,0,1.6350,0,0,18:05:32 CT 04 Feb 2021,0,0,0,0.0001,0,0,950.0,2021-05-01
18:04:43 CT 04 Feb 2021,0,0,0,1.6850,0,0,18:05:12 CT 04 Feb 2021,0,0,0,0.0001,0,0,900.0,2021-05-01
18:04:49 CT 04 Feb 2021,0,0,0,1.7350,0,0,18:05:23 CT 04 Feb 2021,0,0,0,0.0001,0,0,850.0,2021-05-01
18:05:33 CT 04 Feb 2021,0,0,0,1.7850,0,0,18:04:01 CT 04 Feb 2021,0,0,0,0.0001,0,0,800.0,2021-05-01
18:03:47 CT 04 Feb 2021,0,0,0,1.8350,0,0,18:05:51 CT 04 Feb 2021,0,0,0,0.0001,0,0,750.0,2021-05-01
18:04:12 CT 04 Feb 2021,0,0,0,1.8850,0,0,18:04:40 CT 04 Feb 2021,0,0,0,0.0001,0,0,700.0,2021-05-01
18:04:26 CT 04 Feb 2021,0,0,0,1.9350,0,0,18:04:41 CT 04 Feb 2021,0,0,0,0.0001,0,0,650.0,2021-05-01
18:05:51 CT 04 Feb 2021,0,0,0,1.3854,0,0,18:05:10 CT 04 Feb 2021,0,0,0,0.0004,0,0,1200.0,2021-05-01
18:05:02 CT 04 Feb 2021,0,0,0,1.9850,0,0,18:05:09 CT 04 Feb 2021,0,0,0,0.0001,0,0,600.0,2021-05-01
18:05:11 CT 04 Feb 2021,0,0,0,2.0850,0,0,18:06:08 CT 04 Feb 2021,0,0,0,0.0001,0,0,500.0,2021-05-01
18:05:31 CT 04 Feb 2021,0,0,0,2.1350,0,0,18:05:11 CT 04 Feb 2021,0,0,0,0.0001,0,0,450.0,2021-05-01
18:04:59 CT 04 Feb 2021,0,0,0,2.1850,0,0,18:05:10 CT 04 Feb 2021,0,0,0,0.0001,0,0,400.0,2021-05-01
18:04:02 CT 04 Feb 2021,0,0,0,2.2350,0,0,18:05:45 CT 04 Feb 2021,0,0,0,0.0001,0,0,350.0,2021-05-01
18:05:11 CT 04 Feb 2021,0,0,0,2.2850,0,0,18:05:08 CT 04 Feb 2021,0,0,0,0.0001,0,0,300.0,2021-05-01
18:05:11 CT 04 Feb 2021,0,0,0,2.3350,0,0,18:05:08 CT 04 Feb 2021,0,0,0,0.0001,0,0,250.0,2021-05-01
18:05:11 CT 04 Feb 2021,0,0,0,2.3850,0,0,18:05:11 CT 04 Feb 2021,0,0,0,0.0001,0,0,200.0,2021-05-01
18:04:19 CT 04 Feb 2021,0,0,0,2.4350,0,0,18:05:17 CT 04 Feb 2021,0,0,0,0.0001,0,0,150.0,2021-05-01
18:05:11 CT 04 Feb 2021,0,0,0,2.4850,0,0,18:06:00 CT 04 Feb 2021,0,0,0,0.0001,0,0,100.0,2021-05-01
18:05:17 CT 04 Feb 2021,0,0,0,2.5350,0,0,18:05:11 CT 04 Feb 2021,0,0,0,0.0001,0,0,50.0,2021-05-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0051,0,0,18:05:32 CT 04 Feb 2021,0,0,0,1.8666,0,0,4450.0,2021-05-01
18:05:55 CT 04 Feb 2021,0,0,0,2.0350,0,0,18:03:53 CT 04 Feb 2021,0,0,0,0.0001,0,0,550.0,2021-05-01
08:23:02 CT 05 Feb 2021,0,0,0,0.4671,0,0,10:55:17 CT 05 Feb 2021,4,0,0,0.0382,0,0,2460.0,2021-05-01
18:04:58 CT 04 Feb 2021,0,0,0,1.3356,0,0,18:06:10 CT 04 Feb 2021,0,0,0,0.0006,0,0,1250.0,2021-05-01
18:04:14 CT 04 Feb 2021,0,0,0,1.1865,0,0,08:23:02 CT 05 Feb 2021,0,0,0,0.0005,0,0,1400.0,2021-05-01
18:04:35 CT 04 Feb 2021,0,0,0,0.2617,0,0,11:29:32 CT 05 Feb 2021,5,0,0,0.0314,0,0,2420.0,2021-05-01
08:23:02 CT 05 Feb 2021,0,0,0,0.5174,0,0,11:32:49 CT 05 Feb 2021,"1,076",0.0250,0.0210,0.0284,-0.0034,0.0250,2400.0,2021-05-01
08:23:02 CT 05 Feb 2021,0,0,0,0.5609,0,0,11:32:26 CT 05 Feb 2021,26,0,0,0.0219,0,0,2350.0,2021-05-01
08:23:02 CT 05 Feb 2021,0,0,0,0.5697,0,0,08:23:02 CT 05 Feb 2021,3,0.0160,0.0160,0.0208,-0.0048,0.0160,2340.0,2021-05-01
08:23:02 CT 05 Feb 2021,0,0,0,0.6056,0,0,10:55:35 CT 05 Feb 2021,13,0.0160,0.0140,0.0167,-0.0007,0.0160,2300.0,2021-05-01
18:04:51 CT 04 Feb 2021,0,0,0,0.3742,0,0,11:23:15 CT 05 Feb 2021,25,0.0150,0.0150,0.0135,+0.0015,0.0150,2260.0,2021-05-01
08:23:02 CT 05 Feb 2021,0,0,0,0.6518,0,0,11:32:49 CT 05 Feb 2021,256,0.0150,0.0130,0.0129,+0.0011,0.0140,2250.0,2021-05-01
18:05:06 CT 04 Feb 2021,0,0,0,0.4218,0,0,11:39:15 CT 05 Feb 2021,71,0.0120,0.0110,0.0103,+0.0017,0.0120,2200.0,2021-05-01
08:23:02 CT 05 Feb 2021,0,0,0,0.7474,0,0,08:23:02 CT 05 Feb 2021,22,0.0100,0.0100,0.0084,+0.0016,0.0100,2150.0,2021-05-01
18:04:57 CT 04 Feb 2021,0,0,0,0.4724,0,0,08:23:02 CT 05 Feb 2021,0,0,0,0.0081,0,0,2140.0,2021-05-01
18:03:57 CT 04 Feb 2021,0,0,0,0.5077,0,0,08:23:02 CT 05 Feb 2021,0,0,0,0.0070,0,0,2100.0,2021-05-01
18:04:33 CT 04 Feb 2021,0,0,0,1.2858,0,0,18:03:50 CT 04 Feb 2021,0,0,0,0.0008,0,0,1300.0,2021-05-01
18:05:09 CT 04 Feb 2021,0,0,0,0.5528,0,0,11:10:47 CT 05 Feb 2021,158,0.0070,0.0070,0.0059,+0.0011,0.0070,2050.0,2021-05-01
18:05:51 CT 04 Feb 2021,0,0,0,0.6464,0,0,08:23:02 CT 05 Feb 2021,0,0,0,0.0041,0,0,1950.0,2021-05-01
18:03:51 CT 04 Feb 2021,0,0,0,0.6944,0,0,08:23:02 CT 05 Feb 2021,0,0,0,0.0034,0,0,1900.0,2021-05-01
18:05:19 CT 04 Feb 2021,0,0,0,0.7428,0,0,08:23:02 CT 05 Feb 2021,5,0,0,0.0029,0,0,1850.0,2021-05-01
18:05:01 CT 04 Feb 2021,0,0,0,0.7914,0,0,10:57:58 CT 05 Feb 2021,1,0.0030,0.0030,0.0024,+0.0006,0.0030,1800.0,2021-05-01
18:05:26 CT 04 Feb 2021,0,0,0,0.8403,0,0,09:58:16 CT 05 Feb 2021,7,0.0020,0.0020,0.0020,UNCH,0.0020,1750.0,2021-05-01
18:04:11 CT 04 Feb 2021,0,0,0,0.8894,0,0,10:41:03 CT 05 Feb 2021,4,0.0020,0.0020,0.0017,+0.0003,0.0020,1700.0,2021-05-01
18:05:54 CT 04 Feb 2021,0,0,0,0.9386,0,0,08:23:02 CT 05 Feb 2021,0,0,0,0.0015,0,0,1650.0,2021-05-01
18:05:47 CT 04 Feb 2021,0,0,0,0.9881,0,0,10:22:20 CT 05 Feb 2021,4,0.0010,0.0010,0.0013,-0.0003,0.0010,1600.0,2021-05-01
